"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61"
0.00048055858743418,0.00205781944364572,0.00876646821056852,0.0365447877334174,0.139908733264309,0.410870804324709,0.749300539993242,0.927542334408932,0.982073982404064,0.995749021554272,0.999001404700184,0.999765703567842,0.999944979846069,0.999987059945721,0.999996950288534,0.999999279237361,0.999999829064258,0.999999959292454,0.999999990258805,0.999999997656102,0.999999999432523,0.999999999861664,0.999999999966023,0.999999999991586,0.999999999997899,0.999999999999471,0.999999999999866,0.999999999999966,0.999999999999991,0.999999999999998,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000269815971115781,0.00145615256034238,0.00781782684773956,0.0408362822357009,0.187055894337323,0.554441756386023,0.870750444953838,0.973354030224513,0.994986364699662,0.999075579768495,0.999830603433899,0.999969078935909,0.999994377250698,0.999998981751516,0.999999816342658,0.999999966994001,0.999999994087239,0.99999999894371,0.999999999811742,0.999999999966512,0.999999999994052,0.999999999998945,0.999999999999813,0.999999999999967,0.999999999999994,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.00126807382456223,0.00367913241275751,0.0106256964587323,0.0302882311538232,0.0832024515675812,0.208225873328279,0.431397887703455,0.685058286779942,0.860849633979514,0.945721160114318,0.979800285465668,0.99255089122739,0.997233887219596,0.998958632008263,0.999602249501861,0.999846255846539,0.999940038938326,0.999976478977029,0.99999074944974,0.999996364180884,0.999998576506152,0.99999944662257,0.999999787091419,0.999999919171718,0.999999969752464,0.999999988842247,0.999999995942759,0.999999998545681,0.99999999948611,0.999999999820993,0.99999999993853,0.99999999997919,0.999999999993055,0.999999999997714,0.999999999999257,0.999999999999762,0.999999999999924,0.999999999999976,0.999999999999992,0.999999999999998,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000460768544736527,0.00200662525755879,0.00869364980132346,0.0368410149859328,0.142861961239688,0.420058486662128,0.758074869930219,0.930896421241333,0.98288992650215,0.995894111464681,0.999013054862708,0.999760112267606,0.999940827336474,0.999985156477754,0.999996214255693,0.999999020056486,0.999999743018845,0.999999931850137,0.999999981756646,0.999999995079234,0.999999998665061,0.999999999636417,0.999999999900764,0.9999999999729,0.999999999992593,0.999999999997971,0.999999999999442,0.999999999999846,0.999999999999957,0.999999999999988,0.999999999999997,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000519206243430646,0.00215541551925503,0.00890199509069281,0.0360038649727333,0.134428337737622,0.392412011006499,0.728714426683317,0.917856462082814,0.978943246501052,0.994858197276457,0.998760062225747,0.999701985741529,0.999928453967868,0.999982835769514,0.999995889846404,0.999999019626445,0.999999767559606,0.999999945335892,0.999999987275312,0.999999997074301,0.99999999933697,0.999999999852211,0.999999999967668,0.999999999993069,0.999999999998541,0.999999999999698,0.999999999999938,0.999999999999987,0.999999999999997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000323013087538478,0.00162195986518158,0.00810208361324088,0.0394497869572534,0.171239244605232,0.510105341875542,0.840310280576376,0.963896394733011,0.99270837507914,0.998570532524861,0.999723121239845,0.99994687075122,0.99998990415493,0.99999810193412,0.99999964709472,0.999999935108117,0.999999988199036,0.999999997877495,0.999999999622434,0.999999999933571,0.99999999998844,0.99999999999801,0.999999999999661,0.999999999999943,0.99999999999999,0.999999999999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000698364048347884,0.00257418998507748,0.00944093676950169,0.0339997637787477,0.114962260318466,0.323654619851683,0.637377136822887,0.865397053542949,0.959001853086417,0.988310772378574,0.996713235393721,0.999073219103647,0.999736464781036,0.999924248911077,0.9999779658059,0.999993510744325,0.99999806411024,0.999999414745775,0.999999820619816,0.99999994423555,0.999999982409414,0.999999994367127,0.999999998168136,0.999999999394747,0.999999999796831,0.999999999930727,0.999999999976014,0.999999999991568,0.999999999996991,0.99999999999891,0.999999999999599,0.999999999999851,0.999999999999944,0.999999999999978,0.999999999999992,0.999999999999997,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000972772548745772,0.0031392342320781,0.0100819306543808,0.0318877632476535,0.096263267085528,0.256164600918061,0.526744711041527,0.782388845691958,0.920673638379914,0.97398218914961,0.991778306059185,0.997431141904176,0.999199487942556,0.999750484783453,0.999922083237759,0.999975587896052,0.999992316103234,0.999997567252474,0.999999224322116,0.999999750619827,0.99999991905964,0.999999973446769,0.999999991184542,0.99999999703467,0.999999998988145,0.999999999649334,0.99999999987643,0.999999999955671,0.999999999983792,0.999999999993953,0.999999999997695,0.999999999999101,0.999999999999641,0.999999999999853,0.999999999999938,0.999999999999974,0.999999999999989,0.999999999999995,0.999999999999998,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000503462073651807,0.00211602190076195,0.00884779602907442,0.0362187437733265,0.136631028548919,0.40013215404478,0.737932939007078,0.922553097535629,0.980594345930665,0.995371982813204,0.998913104741972,0.999746594823267,0.999941262414642,0.999986466687506,0.999996905599924,0.999999299571019,0.999999843439625,0.999999965529908,0.999999992543103,0.999999998418966,0.99999999967228,0.999999999933754,0.999999999986974,0.999999999997513,0.999999999999538,0.999999999999916,0.999999999999985,0.999999999999997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000929905143829828,0.00305566228862558,0.00999228414694935,0.032167199010359,0.0986233880980293,0.264647179554946,0.541731814385226,0.794886587969286,0.926861538341942,0.976367121325342,0.992603535751294,0.99770169233465,0.999284990060591,0.999776605571951,0.999929734059075,0.999977690731994,0.999992832188441,0.999997663747048,0.999999225627936,0.99999973833934,0.999999909645896,0.999999968037586,0.999999988388857,0.99999999565949,0.999999998332746,0.999999999344097,0.999999999736592,0.999999999892367,0.999999999955397,0.999999999981317,0.999999999992115,0.999999999996658,0.999999999998582,0.9999999999994,0.999999999999746,0.999999999999893,0.999999999999955,0.999999999999981,0.999999999999992,0.999999999999997,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000473055550277038,0.00203851162685819,0.00873914891232056,0.0366538763874003,0.140869784393889,0.413021881778816,0.749902347510101,0.926752563140329,0.981384336807711,0.995397929830884,0.998853692349869,0.999709155521706,0.999924472246897,0.999979863702189,0.999994488317865,0.999998454264349,0.999999556779963,0.999999870335603,0.999999961379069,0.999999988312849,0.999999996414402,0.999999998887077,0.99999999965126,0.99999999988991,0.999999999965069,0.999999999988886,0.999999999996463,0.999999999998876,0.999999999999645,0.999999999999888,0.999999999999965,0.999999999999989,0.999999999999997,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000406490788948334,0.00186146990152134,0.00848016922596578,0.0377422780464149,0.152420266290843,0.451725264649246,0.790367726735207,0.945127928294274,0.987424340724802,0.997206682650653,0.999382375411613,0.999863180335098,0.999969578915855,0.999993205938817,0.999998475483559,0.999999656282144,0.999999922133207,0.999999982274663,0.999999995945472,0.999999999068031,0.999999999784727,0.999999999950029,0.999999999988343,0.999999999997267,0.999999999999355,0.999999999999846,0.999999999999963,0.999999999999991,0.999999999999998,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000759644892142736,0.00270717243166306,0.00959967573063848,0.0334491495702113,0.109757391527486,0.303849655233353,0.60459816204032,0.840729071346436,0.947038435396603,0.983386636232119,0.99478262563683,0.998322514312718,0.999442420692388,0.999807329040519,0.999930762231358,0.99997419999811,0.999990061896087,0.999996055094359,0.999998391369965,0.999999328265501,0.999999713650845,0.999999875781708,0.999999945336035,0.999999975669211,0.999999989061635,0.999999995035841,0.999999997727024,0.999999998950557,0.999999999511689,0.999999999771142,0.999999999892024,0.999999999948745,0.999999999975534,0.999999999988263,0.999999999994344,0.999999999997264,0.999999999998672,0.999999999999353,0.999999999999684,0.999999999999845,0.999999999999924,0.999999999999963,0.999999999999982,0.999999999999991,0.999999999999996,0.999999999999998,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000748846466091799,0.00268406151158129,0.0095724694053156,0.0335451779672519,0.110867515571661,0.309568514304477,0.617560256332841,0.853553261722826,0.954744192807299,0.987117666579642,0.996434339273813,0.999024363982068,0.999734967565418,0.999928465107614,0.999980805663763,0.999994876094257,0.999998638207053,0.999999639418759,0.999999904813565,0.99999997493175,0.999999993409066,0.999999998268825,0.999999999545428,0.99999999988058,0.999999999968557,0.999999999991684,0.999999999997786,0.999999999999405,0.999999999999838,0.999999999999956,0.999999999999988,0.999999999999996,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.00109737969835796,0.00337412562790632,0.0103256341457834,0.0311509895892937,0.0901332901066534,0.233721573234412,0.484024755399679,0.74231349014215,0.898256098407357,0.964275562488616,0.987993462633685,0.996016503431049,0.998680574839987,0.999561910514029,0.999853861672169,0.999950934617896,0.999983393761948,0.999994325994625,0.999998040002479,0.999999314528593,0.999999756941631,0.999999912493939,0.999999967967505,0.999999988064202,0.99999999548017,0.999999998265811,0.999999999327855,0.999999999737632,0.999999999897168,0.999999999959654,0.999999999984201,0.999999999993844,0.999999999997621,0.99999999999909,0.999999999999656,0.999999999999871,0.999999999999952,0.999999999999982,0.999999999999994,0.999999999999998,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.00117314464388315,0.00351170351428186,0.0104631368544248,0.0307507146565949,0.0869449141588002,0.222436907786954,0.462570310243593,0.721849225542902,0.886958624780122,0.95968121647016,0.98639312093074,0.995511510662393,0.99853608418604,0.999526269132425,0.999847787448099,0.999951453626618,0.999984639601117,0.999995181674341,0.999998502619215,0.999999539318519,0.999999859786405,0.999999957812054,0.999999987460409,0.999999996319384,0.999999998930166,0.99999999969069,0.999999999910653,0.9999999999741,0.999999999992432,0.999999999997761,0.999999999999326,0.999999999999793,0.999999999999935,0.999999999999979,0.999999999999993,0.999999999999998,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000295092210233642,0.00153642938853891,0.00795801757011783,0.0401396919461594,0.178954244972435,0.531701797777198,0.85526312316068,0.968468505472127,0.993765016489664,0.998789987889546,0.999765573091887,0.999954493701674,0.99999114035958,0.999998269183989,0.999999660597902,0.999999933178385,0.999999986788072,0.999999997375964,0.999999999476357,0.99999999989498,0.999999999978827,0.999999999995708,0.999999999999125,0.999999999999821,0.999999999999963,0.999999999999992,0.999999999999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000310807370850062,0.00158495061640362,0.00804038623214624,0.0397438840337659,0.174651033117577,0.520578038751305,0.848619293452152,0.966874889388042,0.993533831822921,0.998781560559078,0.999774969920276,0.999959223942051,0.999992763506862,0.999998744726045,0.999999786739598,0.999999964338634,0.999999994100931,0.999999999029829,0.999999999840569,0.999999999973689,0.999999999995618,0.999999999999259,0.999999999999873,0.999999999999978,0.999999999999996,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000385811336369257,0.00180413959076474,0.00839278026000361,0.0381224962178183,0.156414134705671,0.463826562598134,0.80070816104184,0.94882880239129,0.988355577296023,0.997407155395367,0.999419942285438,0.99986866123116,0.999969810289848,0.999992940247377,0.999998316458654,0.999999589482091,0.999999897367838,0.999999973621756,0.99999999301145,0.999999998086296,0.999999999456904,0.999999999839838,0.999999999950786,0.99999999998421,0.999999999994726,0.999999999998177,0.999999999999351,0.999999999999764,0.999999999999913,0.999999999999967,0.999999999999988,0.999999999999995,0.999999999999998,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000513700973056726,0.00214169602513899,0.00888319521942917,0.0360785587903526,0.13522793323747,0.395461817764369,0.73279066381067,0.920200070267232,0.979869230701885,0.995179229545471,0.998865450711347,0.999735449578019,0.999938802035495,0.999985958952484,0.999996802750763,0.99999927637795,0.999999836977014,0.999999963387539,0.999999991790952,0.999999998159732,0.99999999958692,0.999999999907019,0.999999999978982,0.999999999995222,0.999999999998907,0.999999999999748,0.999999999999942,0.999999999999986,0.999999999999997,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000964206324093436,0.00312265433209204,0.0100642737540902,0.0319412296076978,0.0966316458142463,0.256895183213576,0.526398691101371,0.780106073711402,0.918154212102043,0.97227616774269,0.990839612691886,0.996964689083806,0.998980560168959,0.999651335124348,0.999878596140917,0.999957094229949,0.999984659745641,0.999994469941669,0.999997996707487,0.99999927320738,0.999999736815087,0.99999990519565,0.999999966143298,0.999999988050703,0.999999995836837,0.999999998568347,0.999999999514109,0.999999999837265,0.99999999994622,0.999999999982465,0.99999999999436,0.999999999998211,0.99999999999944,0.999999999999827,0.999999999999947,0.999999999999984,0.999999999999995,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000527326544396824,0.00217554563403615,0.00892943494042599,0.0358951023583068,0.133245504266577,0.387740521605686,0.722139510938441,0.913856981584092,0.977276025698219,0.994249035641996,0.998548855175162,0.999630802519586,0.999904917321226,0.999975161420381,0.999993415885437,0.999998230112616,0.999999517849044,0.999999866979706,0.999999962858644,0.999999989511585,0.999999997006485,0.999999999137062,0.99999999974892,0.999999999926329,0.999999999978259,0.99999999999357,0.999999999998101,0.999999999999442,0.999999999999837,0.999999999999953,0.999999999999987,0.999999999999996,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000979765928286238,0.00315272639871282,0.0100962532476032,0.031843326229471,0.0958748071231462,0.254650369694617,0.523699576920656,0.779390281946205,0.918887576533729,0.973144174548692,0.991421066531641,0.997284922021736,0.999140890967727,0.999727346026391,0.999913143722146,0.999972233596324,0.999991096000847,0.999997137206652,0.999999077601601,0.999999702318124,0.99999990382274,0.99999996890725,0.99999998994706,0.999999996750813,0.999999998950269,0.999999999660948,0.999999999890502,0.999999999964637,0.999999999988577,0.999999999996309,0.999999999998807,0.999999999999614,0.999999999999875,0.99999999999996,0.999999999999987,0.999999999999996,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.000390421568936336,0.00181702550352273,0.00841258264568748,0.0380369672288855,0.155623471286794,0.462167389778836,0.800334441377626,0.949263765745592,0.988688372355495,0.99755942427765,0.999477739982417,0.999888566308309,0.999976269012493,0.999994954649991,0.999998926470821,0.999999770441565,0.99999995046045,0.999999989165423,0.99999999758846,0.999999999451444,0.99999999987194,0.99999999996919,0.999999999992329,0.999999999998016,0.999999999999469,0.999999999999854,0.999999999999959,0.999999999999988,0.999999999999997,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
